tender_no,award_date,awarded_amt,tender_detail_status,tender_date,tender_value,LDA_Category
TPO000ETT23000019,12/9/2023,5774685,Awarded to Suppliers,2023-09-12,5774685,General Procurement - Goods
TPO000ETT23000020,4/8/2023,111450,Awarded to Suppliers,2023-08-04,111450,General Procurement - Goods
TPO000ETT23000021,6/9/2023,13175640,Awarded to Suppliers,2023-09-06,13175640,PPP Procurement - DBO
TPO000ETT23000022,27/7/2023,102985,Awarded to Suppliers,2023-07-27,102985,Engineering Procurement - Goods
TPO000ETT23000023,21/7/2023,148730,Awarded to Suppliers,2023-07-21,148730,General Procurement - Goods
TPO000ETT23000025,12/7/2023,124620,Awarded to Suppliers,2023-07-12,124620,General Procurement - Goods
TPO000ETT23000026,8/10/2023,199400,Awarded to Suppliers,2023-10-08,199400,Engineering Procurement - EPC
TPO000ETT23000027,4/9/2023,333428,Awarded to Suppliers,2023-09-04,333428,Engineering Procurement - Services
TPO000ETT23000028,18/10/2023,128000,Awarded to Suppliers,2023-10-18,128000,PPP Procurement - DBFO
TPO000ETT23000029,26/9/2023,1560700,Awarded to Suppliers,2023-09-26,1560700,PPP Procurement - DBO
TPO000ETT23000030,7/11/2023,8910497,Awarded to Suppliers,2023-11-07,8910497,Engineering Procurement - Goods
TPO000ETT23000031,4/10/2023,126000,Awarded to Suppliers,2023-10-04,126000,PPP Procurement - DBO
TPO000ETT23000032,4/9/2023,46992,Awarded by Items,2023-09-04,46992,Engineering Procurement - EPC
TPO000ETT23000032,4/9/2023,88920,Awarded by Items,2023-09-04,88920,Engineering Procurement - EPC
TPO000ETT23000032,4/9/2023,114784,Awarded by Items,2023-09-04,114784,Engineering Procurement - EPC
TPO000ETT23000033,14/10/2023,2830140,Awarded to Suppliers,2023-10-14,2830140,PPP Procurement - DBO
TPO000ETT23000034,28/11/2023,2304460,Awarded to Suppliers,2023-11-28,2304460,Engineering Procurement - Goods
TPO000ETT23000036,4/12/2023,2550000,Awarded to Suppliers,2023-12-04,2550000,Engineering Procurement - Services
TPO000ETT23000037,9/10/2023,203040,Awarded to Suppliers,2023-10-09,203040,General Procurement - Goods
TPO000ETT23000038,9/1/2024,67676,Awarded by Items,2024-01-09,67676,General Procurement - Goods
TPO000ETT23000038,9/1/2024,28752,Awarded by Items,2024-01-09,28752,General Procurement - Goods
TPO000ETT23000040,30/12/2023,1237140,Awarded to Suppliers,2023-12-30,1237140,PPP Procurement - DBO
TPO000ETT23000042,21/11/2023,103240,Awarded to Suppliers,2023-11-21,103240,General Procurement - Services
TPO000ETT23000044,8/3/2024,3487331,Awarded to Suppliers,2024-03-08,3487331,PPP Procurement - DBO
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000045,1/2/2024,2,Awarded by Items,2024-02-01,2,Engineering Procurement - Services
TPO000ETT23000047,30/1/2024,80720,Awarded by Items,2024-01-30,80720,PPP Procurement - DBFO
TPO000ETT23000047,30/1/2024,6540,Awarded by Items,2024-01-30,6540,PPP Procurement - DBFO
TPO000ETT23000048,19/3/2024,2403280,Awarded to Suppliers,2024-03-19,2403280,PPP Procurement - DBO
TPO000ETT23000051,13/2/2024,68100,Awarded to Suppliers,2024-02-13,68100,General Procurement - Goods
TRADOSETT19300001,17/5/2019,5526345,Awarded to Suppliers,2019-05-17,5526345,PPP Procurement - DBO
TRADOSETT19300002,15/5/2019,3702258,Awarded to Suppliers,2019-05-15,3702258,PPP Procurement - DBFO
TRADOSETT19300003,11/7/2019,571353,Awarded to Suppliers,2019-07-11,571353,Engineering Procurement - Services
TRADOSETT19300004,15/11/2019,286812,Awarded to Suppliers,2019-11-15,286812,Engineering Procurement - Services
TRADOSETT19300005,13/12/2019,42488,Awarded to Suppliers,2019-12-13,42488,PPP Procurement - DBFO
TRADOSETT20300001,28/10/2020,2348430,Awarded to Suppliers,2020-10-28,2348430,PPP Procurement - DBO
TRADOSETT20300002,25/3/2021,7293191.54,Awarded to Suppliers,2021-03-25,7293191.54,Engineering Procurement - Services
TRADOSETT21000001,12/11/2021,6732000,Awarded to Suppliers,2021-11-12,6732000,PPP Procurement - DBO
TRADOSETT21000002,28/2/2022,2150700,Awarded to Suppliers,2022-02-28,2150700,PPP Procurement - DBO
TRADOSETT21000003,10/1/2022,2241661,Awarded to Suppliers,2022-01-10,2241661,Engineering Procurement - Services
TRADOSETT21000004,7/3/2022,5338395,Awarded to Suppliers,2022-03-07,5338395,PPP Procurement - DBO
TRADOSETT22000001,8/2/2023,8367500,Awarded to Suppliers,2023-02-08,8367500,Engineering Procurement - Services
TRADOSETT22000002,22/11/2022,245000,Awarded to Suppliers,2022-11-22,245000,Engineering Procurement - Services
TRADOSETT23000001,14/7/2023,4998210,Awarded to Suppliers,2023-07-14,4998210,PPP Procurement - DBO
TRADOSETT23000002,10/8/2023,361440,Awarded to Suppliers,2023-08-10,361440,Engineering Procurement - EPC
TRADOSETT23000003,15/12/2023,2450913.48,Awarded to Suppliers,2023-12-15,2450913.48,General Procurement - Services
TRADOSETT23000004,13/3/2024,7851111,Awarded to Suppliers,2024-03-13,7851111,General Procurement - Services
TRAHQ0ETT19300001,5/9/2019,784080,Awarded to Suppliers,2019-09-05,784080,Engineering Procurement - EPC
TRAHQ0ETT19300002,28/8/2020,503500,Awarded to Suppliers,2020-08-28,503500,PPP Procurement - DBFO
TRAHQ0ETT20300001,26/6/2020,8353.6,Awarded to Suppliers,2020-06-26,8353.6,Engineering Procurement - Services
TRAHQ0ETT21000001,20/9/2021,367300,Awarded to Suppliers,2021-09-20,367300,Engineering Procurement - Services
TRAHQ0ETT21000002,28/1/2022,363746683.9,Awarded to Suppliers,2022-01-28,363746683.9,Engineering Procurement - EPC
TRAHQ0ETT21000005,29/4/2022,6849625,Awarded to Suppliers,2022-04-29,6849625,Engineering Procurement - Services
TRAHQ0ETT22000003,10/5/2022,670000,Awarded to Suppliers,2022-05-10,670000,General Procurement - Services
TRAHQ0ETT22000006,6/7/2023,1700000,Awarded to Suppliers,2023-07-06,1700000,General Procurement - Services
TRAHQ0ETT22000008,1/2/2023,235500,Awarded to Suppliers,2023-02-01,235500,Engineering Procurement - Services
TRAHQ0ETT23000001,27/7/2023,785000,Awarded to Suppliers,2023-07-27,785000,General Procurement - Services
TRAHQ0ETT23000002,6/2/2024,936024.12,Awarded by Items,2024-02-06,936024.12,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,1093684,Awarded by Items,2024-02-06,1093684,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,397495,Awarded by Items,2024-02-06,397495,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,579267,Awarded by Items,2024-02-06,579267,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,408929,Awarded by Items,2024-02-06,408929,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,592028.13,Awarded by Items,2024-02-06,592028.13,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,434260,Awarded by Items,2024-02-06,434260,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,446061,Awarded by Items,2024-02-06,446061,PPP Procurement - DBFO
URA000ETT22000010,5/7/2022,65500,Awarded by Items,2022-07-05,65500,General Procurement - Services
TRAHQ0ETT23000002,6/2/2024,471944.16,Awarded by Items,2024-02-06,471944.16,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,997670,Awarded by Items,2024-02-06,997670,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,1059725,Awarded by Items,2024-02-06,1059725,PPP Procurement - DBFO
TRAHQ0ETT23000002,6/2/2024,973753,Awarded by Items,2024-02-06,973753,PPP Procurement - DBFO
URA000ETT18300036,15/4/2019,381422.5,Awarded to Suppliers,2019-04-15,381422.5,Engineering Procurement - Goods
URA000ETT19300002,9/5/2019,23150,Awarded to Suppliers,2019-05-09,23150,PPP Procurement - DBO
URA000ETT19300003,10/4/2019,1586183,Awarded to Suppliers,2019-04-10,1586183,General Procurement - Services
URA000ETT19300006,25/4/2019,49470,Awarded to Suppliers,2019-04-25,49470,PPP Procurement - DBFO
URA000ETT19300007,17/5/2019,1801800,Awarded to Suppliers,2019-05-17,1801800,General Procurement - Services
URA000ETT19300008,23/5/2019,154800,Awarded to Suppliers,2019-05-23,154800,PPP Procurement - DBFO
URA000ETT19300009,21/5/2019,65000,Awarded to Suppliers,2019-05-21,65000,Engineering Procurement - Goods
URA000ETT19300010,10/5/2019,3400,Awarded by Items,2019-05-10,3400,PPP Procurement - DBFO
URA000ETT19300010,10/5/2019,3130,Awarded by Items,2019-05-10,3130,PPP Procurement - DBFO
URA000ETT19300010,10/5/2019,3500,Awarded by Items,2019-05-10,3500,PPP Procurement - DBFO
URA000ETT19300010,10/5/2019,3650,Awarded by Items,2019-05-10,3650,PPP Procurement - DBFO
URA000ETT19300010,10/5/2019,4000,Awarded by Items,2019-05-10,4000,PPP Procurement - DBFO
URA000ETT19300010,10/5/2019,3745,Awarded by Items,2019-05-10,3745,PPP Procurement - DBFO
URA000ETT19300011,2/5/2019,848060,Awarded to Suppliers,2019-05-02,848060,Engineering Procurement - Goods
URA000ETT19300012,30/12/2019,833904,Awarded to Suppliers,2019-12-30,833904,PPP Procurement - DBO
URA000ETT19300013,17/5/2019,68997,Awarded to Suppliers,2019-05-17,68997,Engineering Procurement - Goods
URA000ETT19300014,24/4/2019,257879,Awarded to Suppliers,2019-04-24,257879,General Procurement - Goods
URA000ETT19300015,19/2/2020,509570,Awarded to Suppliers,2020-02-19,509570,General Procurement - Services
URA000ETT19300016,21/6/2019,1059705,Awarded to Suppliers,2019-06-21,1059705,General Procurement - Services
URA000ETT19300018,21/10/2019,325000,Awarded to Suppliers,2019-10-21,325000,General Procurement - Goods
URA000ETT19300020,2/10/2019,78900,Awarded to Suppliers,2019-10-02,78900,Engineering Procurement - Services
URA000ETT19300021,29/10/2019,110000,Awarded to Suppliers,2019-10-29,110000,PPP Procurement - DBO
URA000ETT19300022,3/1/2020,5490000,Awarded to Suppliers,2020-01-03,5490000,PPP Procurement - DBFO
URA000ETT22000010,5/7/2022,54551.43,Awarded by Items,2022-07-05,54551.43,General Procurement - Services
URA000ETT19300023,29/11/2019,149950,Awarded to Suppliers,2019-11-29,149950,General Procurement - Goods
URA000ETT19300024,4/12/2019,166,Awarded to Suppliers,2019-12-04,166,Engineering Procurement - Services
URA000ETT19300026,26/11/2019,128000.54,Awarded to Suppliers,2019-11-26,128000.54,PPP Procurement - DBFO
URA000ETT19300027,5/12/2019,118197,Awarded to Suppliers,2019-12-05,118197,Engineering Procurement - EPC
URA000ETT19300028,13/4/2020,6600000,Awarded to Suppliers,2020-04-13,6600000,PPP Procurement - DBFO
URA000ETT19300029,27/2/2020,190500,Awarded to Suppliers,2020-02-27,190500,Engineering Procurement - Services
URA000ETT19300030,6/3/2020,178500,Awarded to Suppliers,2020-03-06,178500,Engineering Procurement - Services
URA000ETT19300031,29/6/2020,1030000,Awarded by Items,2020-06-29,1030000,General Procurement - Services
URA000ETT19300031,29/6/2020,430000,Awarded by Items,2020-06-29,430000,General Procurement - Services
URA000ETT19300032,29/6/2020,340000,Awarded by Items,2020-06-29,340000,PPP Procurement - DBFO
URA000ETT19300032,29/6/2020,200000,Awarded by Items,2020-06-29,205,PPP Procurement - DBFO
URA000ETT19300033,12/3/2020,86000,Awarded to Suppliers,2020-03-12,86000,PPP Procurement - DBO
URA000ETT19300034,3/4/2020,381180,Awarded to Suppliers,2020-04-03,381180,Engineering Procurement - EPC
URA000ETT19300036,7/4/2020,7673000,Awarded to Suppliers,2020-04-07,7673000,PPP Procurement - DBFO
URA000ETT20300002,3/4/2020,200800,Awarded to Suppliers,2020-04-03,200800,PPP Procurement - DBFO
URA000ETT20300003,11/6/2020,65600,Awarded to Suppliers,2020-06-11,65600,Engineering Procurement - Goods
URA000ETT20300005,17/3/2020,104830,Awarded to Suppliers,2020-03-17,104830,Engineering Procurement - Services
URA000ETT20300007,22/6/2020,1996600,Awarded to Suppliers,2020-06-22,1996600,PPP Procurement - DBO
URA000ETT20300008,24/8/2020,130000,Awarded to Suppliers,2020-08-24,130000,General Procurement - Goods
URA000ETT20300010,17/7/2020,200000,Awarded to Suppliers,2020-07-17,205,PPP Procurement - DBFO
URA000ETT20300011,22/4/2020,196008,Awarded to Suppliers,2020-04-22,196008,PPP Procurement - DBO
URA000ETT20300013,8/6/2020,173507.92,Awarded to Suppliers,2020-06-08,173507.92,PPP Procurement - DBO
URA000ETT20300014,10/6/2020,117893.48,Awarded to Suppliers,2020-06-10,117893.48,PPP Procurement - DBO
URA000ETT20300015,3/9/2020,248000,Awarded to Suppliers,2020-09-03,248000,PPP Procurement - DBO
URA000ETT20300016,12/11/2020,594500,Awarded to Suppliers,2020-11-12,594500,PPP Procurement - DBFO
URA000ETT20300017,29/10/2020,438800,Awarded to Suppliers,2020-10-29,438800,General Procurement - Goods
URA000ETT20300018,26/6/2020,202968,Awarded to Suppliers,2020-06-26,202968,General Procurement - Goods
URA000ETT20300019,6/4/2021,13700000,Awarded to Suppliers,2021-04-06,13700000,Engineering Procurement - Goods
URA000ETT20300023,17/9/2020,2789000,Awarded to Suppliers,2020-09-17,2789000,Engineering Procurement - Services
URA000ETT20300025,30/12/2020,86710.9,Awarded to Suppliers,2020-12-30,86710.9,General Procurement - Services
URA000ETT20300026,30/10/2020,3714900,Awarded to Suppliers,2020-10-30,3714900,PPP Procurement - DBO
URA000ETT20300027,21/10/2020,1124154.36,Awarded to Suppliers,2020-10-21,1124154.36,General Procurement - Services
URA000ETT20300028,9/12/2020,600000,Awarded to Suppliers,2020-12-09,605,PPP Procurement - DBFO
URA000ETT20300029,22/12/2020,650000,Awarded by Items,2020-12-22,650000,Engineering Procurement - Services
URA000ETT20300029,22/12/2020,230000,Awarded by Items,2020-12-22,230000,Engineering Procurement - Services
URA000ETT20300030,1/4/2021,118100,Awarded to Suppliers,2021-04-01,118100,General Procurement - Goods
URA000ETT20300032,3/6/2021,190000,Awarded to Suppliers,2021-06-03,190000,Engineering Procurement - Services
URA000ETT20300033,3/2/2021,486000,Awarded to Suppliers,2021-02-03,486000,General Procurement - Services
URA000ETT20300034,26/4/2021,2596499,Awarded to Suppliers,2021-04-26,2596499,Engineering Procurement - EPC
URA000ETT20300035,4/3/2021,420000,Awarded to Suppliers,2021-03-04,420000,Engineering Procurement - Services
URA000ETT20300040,22/2/2021,300912,Awarded to Suppliers,2021-02-22,300912,Engineering Procurement - Goods
URA000ETT20300044,16/3/2021,276744,Awarded to Suppliers,2021-03-16,276744,General Procurement - Services
URA000ETT21000002,14/7/2021,684000,Awarded to Suppliers,2021-07-14,684000,PPP Procurement - DBO
URA000ETT21000003,14/6/2021,579864,Awarded to Suppliers,2021-06-14,579864,Engineering Procurement - Services
URA000ETT21000004,17/5/2021,740000,Awarded to Suppliers,2021-05-17,740000,PPP Procurement - DBFO
URA000ETT21000005,28/1/2022,50000,Awarded to Suppliers,2022-01-28,50000,PPP Procurement - DBFO
URA000ETT21000006,25/5/2021,1250000,Awarded to Suppliers,2021-05-25,1250000,Engineering Procurement - EPC
URA000ETT21000007,16/9/2021,458000,Awarded to Suppliers,2021-09-16,458000,PPP Procurement - DBFO
URA000ETT21000009,18/5/2021,325576,Awarded to Suppliers,2021-05-18,325576,General Procurement - Goods
URA000ETT21000010,3/6/2021,582500,Awarded to Suppliers,2021-06-03,582500,Engineering Procurement - Goods
URA000ETT21000011,12/8/2021,2687100,Awarded to Suppliers,2021-08-12,2687100,PPP Procurement - DBO
URA000ETT21000012,25/8/2021,1939252,Awarded to Suppliers,2021-08-25,1939252,General Procurement - Services
URA000ETT21000014,31/8/2021,759455,Awarded to Suppliers,2021-08-31,759455,General Procurement - Services
URA000ETT21000015,18/8/2021,322966,Awarded to Suppliers,2021-08-18,322966,Engineering Procurement - EPC
URA000ETT21000017,8/7/2021,22792,Awarded to Suppliers,2021-07-08,22792,PPP Procurement - DBO
URA000ETT21000018,21/7/2021,115446,Awarded to Suppliers,2021-07-21,115446,PPP Procurement - DBFO
URA000ETT21000019,30/8/2021,3000000,Awarded to Suppliers,2021-08-30,306,General Procurement - Services
URA000ETT21000020,3/12/2021,57000,Awarded to Suppliers,2021-12-03,57000,PPP Procurement - DBFO
URA000ETT21000022,28/1/2022,15980000,Awarded to Suppliers,2022-01-28,15980000,Engineering Procurement - Goods
URA000ETT21000023,16/11/2021,1250000,Awarded to Suppliers,2021-11-16,1250000,General Procurement - Services
URA000ETT21000027,16/2/2022,42170,Awarded by Items,2022-02-16,42170,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,20272.5,Awarded by Items,2022-02-16,20272.5,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,26512.5,Awarded by Items,2022-02-16,26512.5,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,14190.75,Awarded by Items,2022-02-16,14190.75,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,24765,Awarded by Items,2022-02-16,24765,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,41124,Awarded by Items,2022-02-16,41124,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,30975,Awarded by Items,2022-02-16,30975,Engineering Procurement - Services
URA000ETT21000027,16/2/2022,16218,Awarded by Items,2022-02-16,16218,Engineering Procurement - Services
URA000ETT21000028,10/12/2021,85000,Awarded to Suppliers,2021-12-10,85000,PPP Procurement - DBO
URA000ETT21000030,8/2/2022,257260,Awarded to Suppliers,2022-02-08,257260,General Procurement - Services
URA000ETT21000031,8/7/2022,4287307,Awarded by Items,2022-07-08,4287307,General Procurement - Services
URA000ETT21000031,8/7/2022,2555872,Awarded by Items,2022-07-08,2555872,General Procurement - Services
URA000ETT21000033,8/2/2022,240300,Awarded to Suppliers,2022-02-08,240300,PPP Procurement - DBFO
URA000ETT21000034,22/12/2021,257958,Awarded to Suppliers,2021-12-22,257958,PPP Procurement - DBFO
URA000ETT21000035,25/4/2022,874450,Awarded to Suppliers,2022-04-25,874450,Engineering Procurement - EPC
URA000ETT21000036,23/5/2022,197280,Awarded to Suppliers,2022-05-23,197280,General Procurement - Goods
URA000ETT21000037,3/3/2022,663400,Awarded to Suppliers,2022-03-03,663400,General Procurement - Goods
URA000ETT22000001,9/5/2022,3933360,Awarded to Suppliers,2022-05-09,3933360,General Procurement - Services
URA000ETT22000003,6/5/2022,4120,Awarded by Items,2022-05-06,4120,Engineering Procurement - Services
URA000ETT22000003,6/5/2022,4460,Awarded by Items,2022-05-06,4460,Engineering Procurement - Services
URA000ETT22000003,6/5/2022,3130,Awarded by Items,2022-05-06,3130,Engineering Procurement - Services
URA000ETT22000003,6/5/2022,4355,Awarded by Items,2022-05-06,4355,Engineering Procurement - Services
URA000ETT22000003,6/5/2022,3800,Awarded by Items,2022-05-06,3800,Engineering Procurement - Services
URA000ETT22000003,6/5/2022,4170,Awarded by Items,2022-05-06,4170,Engineering Procurement - Services
URA000ETT22000004,29/4/2022,216000,Awarded to Suppliers,2022-04-29,216000,PPP Procurement - DBFO
URA000ETT22000008,23/6/2022,199250,Awarded to Suppliers,2022-06-23,199250,General Procurement - Goods
URA000ETT22000009,11/4/2022,223600,Awarded to Suppliers,2022-04-11,223600,General Procurement - Goods
URA000ETT22000010,5/7/2022,69700,Awarded by Items,2022-07-05,69700,General Procurement - Services
URA000ETT22000010,5/7/2022,62650,Awarded by Items,2022-07-05,62650,General Procurement - Services
URA000ETT22000010,5/7/2022,63000,Awarded by Items,2022-07-05,63000,General Procurement - Services
URA000ETT22000010,5/7/2022,64500,Awarded by Items,2022-07-05,64500,General Procurement - Services
URA000ETT22000010,5/7/2022,53800,Awarded by Items,2022-07-05,53800,General Procurement - Services
