tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
RPO000ETT19300052,tender for provision for events management services for worldskills asean 2020,Republic Polytechnic,21/1/2020,Awarded to Suppliers,PICO ART INTERNATIONAL PTE. LTD.,289680
RPO000ETT19300053,supply and delivery of automated lighting fixtures flightcases and digital lighting console for trcc,Republic Polytechnic,9/4/2020,Awarded by Items,AVLITE PTE. LTD.,144908
RPO000ETT19300054,tender for additions and alteration interior fitout works to republic polytechnics continuing education  training cet satellite campus at lifelong learning institute lli for academy for continuing education ace rp,Republic Polytechnic,14/1/2020,Awarded to Suppliers,HOYI SYSTEM PTE. LTD.,419800
RPO000ETT19300055,tender for replacement of swimming pools tiles and sand filtration system and pump sets at sports complex for oes,Republic Polytechnic,25/2/2020,Awarded to Suppliers,DAVOE CREATIVE PTE. LTD.,751571
RPO000ETT19300056,tender for renovation works for new lab for human resource management for school of management and communication,Republic Polytechnic,22/1/2020,Awarded to Suppliers,HOYI SYSTEM PTE. LTD.,95610
RPO000ETT19300057,tender for interior fitout works to ced office block e1 level 5 for ced,Republic Polytechnic,20/2/2020,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,144200
RPO000ETT19300058,tender for the provision of managed print services for a period of 3 years with an option to extend for 2 years ois,Republic Polytechnic,3/3/2020,Awarded to Suppliers,HP PPS SINGAPORE (SALES) PTE. LTD.,1971759.29
RPO000ETT19300059,addition and alteration works to construct a new gym at republic polytechnic w6 level 3 for oes,Republic Polytechnic,3/3/2020,Awarded to Suppliers,A.MAX PTE. LTD.,538000
RPO000ETT19300061,tender for merging of 44 nos of 25pax classrooms into 22 nos of 50pax classrooms at e4 w2 and w6 for oes,Republic Polytechnic,28/2/2020,Awarded to Suppliers,KIM TIAM BUILDING CONTRACTOR PTE LTD,418000
RPO000ETT19300062,tender for provision of student development application software as a service for 3 years osg,Republic Polytechnic,26/3/2020,Awarded to Suppliers,ENGAGE2SERVE PTE. LTD.,430500
RPO000ETT20300001,tender for timber deck rectification works at rp for oes,Republic Polytechnic,14/5/2020,Awarded to Suppliers,NAM SOON TIMBER PTE LTD,498000
RPO000ETT20300003,tender for repainting of 2 sets of steel frames structures enclosure for the escalators at republic polytechnic for oes,Republic Polytechnic,30/5/2020,Awarded to Suppliers,EVERPAINT ENTERPRISE PTE. LTD.,65000
RPO000ETT20300004,provision of selfcollection kiosk for assessment documents for org,Republic Polytechnic,30/4/2020,Awarded to Suppliers,LOCKER & LOCK PTE. LTD.,328300
RPO000ETT20300005,tender for supply and 4 years maintenance of rotary tablet press and fluidised bed coaterdryer for sas,Republic Polytechnic,23/6/2020,Awarded to Suppliers,REPASSA SINGAPORE PTE LTD,529200
RPO000ETT20300006,tender for replacement of existing fluorescent lightings to led lightings in common areas and staircases in republic polytechnic for oes,Republic Polytechnic,24/6/2020,Awarded to Suppliers,DAY LED LIGHT PTE. LTD.,363000
RPO000ETT20300008,toilet upgrading works phase 3 at republic polytechnic for oes,Republic Polytechnic,24/11/2020,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,1705910
RPO000ETT20300009,tender for addition and alteration of pharmaceutical science teaching and research laboratories for sas,Republic Polytechnic,22/7/2020,Awarded to Suppliers,MACTECH ENGINEERING & TRADING PTE. LIMITED,805426
RPO000ETT20300010,construction of the integrated agriculture hub iah for republic polytechnic for sas,Republic Polytechnic,13/7/2020,Awarded to Suppliers,MILLENIUM PARTNERS PTE. LTD.,2801405
RPO000ETT20300012,tender for the provision of services for the set up maintenance and support for the low code platform,Republic Polytechnic,17/8/2020,Awarded to Suppliers,DREAMCLOUD PTE. LTD.,688310
RPO000ETT20300013,tender for the provision of low code license for a period of 2 years with an option to extend for one year ois,Republic Polytechnic,30/6/2020,Awarded to Suppliers,OUTSYSTEMS SINGAPORE PTE. LTD.,213849
RPO000ETT20300014,tender for the provision of cyclical painting phase i  oes,Republic Polytechnic,31/8/2020,Awarded to Suppliers,JIE XUAN ENGINEERING PTE. LTD.,430046
RPO000ETT20300015,addition and alteration interior fitout work for entrepreneurial partnership  innovation community at rpic level 5 for oed and coiscm,Republic Polytechnic,22/9/2020,Awarded to Suppliers,KINGSVILLE PACIFIC (SINCE 1978) PRIVATE LIMITED,763585
RPO000ETT20300016,tender for the supply and delivery of electronics consumables and modules for a period of 2 years for seg,Republic Polytechnic,19/8/2020,Awarded by Items,AMICUS ENGINEERING PTE. LTD.,1
RPO000ETT20300019,tender for the supply of collaborative robots and mobile robotics systems for seg and coi,Republic Polytechnic,22/5/2020,Awarded to Suppliers,OMRON ELECTRONICS PTE LTD,511530
RPO000ETT20300021,supply of corporate mobile phones for a period of 2 years including 2 year subsciption of mobile lines for ois,Republic Polytechnic,23/6/2020,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,97692
RPO000ETT20300022,supply of digital audio mixing console and loud speaker system for trccosg,Republic Polytechnic,22/9/2020,Awarded to Suppliers,MATRIX RESOURCE,250265
RPO000ETT20300023,tender for preventive maintenance services of existing kitchen fire suppression system and exhaust hoodsystem in training kitchens for a period of 2 years with an option to extend for another 2 years for soh,Republic Polytechnic,28/8/2020,Awarded to Suppliers,SOMERVILLE (SINGAPORE) PRIVATE LIMITED,179121
RPO000ETT20300024,tender for the supply design development implementation and commissioning of leo 20 mobile application oisced,Republic Polytechnic,31/8/2020,Awarded to Suppliers,TOTAL EBIZ SOLUTIONS PTE. LTD.,598920
RPO000ETT20300025,supply and delivery of ingredients and supplies for republic polytechnic school of hospitality soh,Republic Polytechnic,24/11/2020,Awarded by Items,ALL BIG FROZEN FOOD PTE LTD,1
RPO000ETT20300026,provision of services for the merging of 44 numbers of 25pax classrooms into 22 numbers of 50pax classrooms oes,Republic Polytechnic,27/11/2020,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,349800
RPO000ETT20300027,tender for renewal of itsm service recurring subscription licenses and related support maintenance services for a period of 2 years with an option to extend for another 2 years for soi,Republic Polytechnic,12/8/2020,Awarded to Suppliers,CROSSROAD CONSULTING PTE. LTD.,163503.56
RPO000ETT20300028,tender for procurement of production audio equipment for sta,Republic Polytechnic,1/10/2020,Awarded by Items,CONCEPT SYSTEMS TECHNOLOGIES PTE. LTD.,37000
RPO000ETT20300030,tender for supply and 4year postwarranty maintenance of inductively coupled plasma  optical emission spectrometer icpoes and accessories for sas,Republic Polytechnic,28/10/2020,Awarded to Suppliers,AGILENT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,86200
RPO000ETT20300031,provision of string ensemble violin and viola trainers and conductor for a period of 2 years with the option to extend for another 2 years for osg,Republic Polytechnic,23/12/2020,Awarded to Suppliers,YEO JAN WEA,161600
RPO000ETT20300032,framework agreement for the provision of travelrelated services for student overseas travel for 3 years for oir,Republic Polytechnic,22/12/2020,Awarded by Items,GLOBAL INTERNATIONAL TRAVEL PTE. LTD.,1
RPO000ETT20300033,provision of string ensemble cello and double bass trainers for a period of 2 years with the option to extend for another 2 years for osg,Republic Polytechnic,26/2/2021,Awarded to Suppliers,TANG JIA,161600
RPO000ETT20300034,tender for cyclical replacement for computer room airconditioning unit crau at republic polytechnic for oes,Republic Polytechnic,28/10/2020,Awarded to Suppliers,CITEC INTERNATIONAL (SEA) PTE. LTD.,440000
RPO000ETT20300035,tender for supply and integration of production equipment and accessories for sta,Republic Polytechnic,8/12/2020,Awarded by Items,BROADCAST ENGINEERING SERVICES PTE LTD,42839
RPO000ETT20300036,provision of addition and alteration works to republic polytechnic laboratories for sas,Republic Polytechnic,1/2/2021,Awarded to Suppliers,ALFA TECH VESTASIA PTE. LTD.,2494290
RPO000ETT20300037,provision of administration  logistic support services for republic polytechnic cet satellite campus for ace,Republic Polytechnic,7/9/2020,Awarded to Suppliers,SERVICE CONNECTIONS HR CONSULTANCY PTE. LTD.,134642.4
RPO000ETT20300038,tender for fire alarm system fas upgrade for republic polytechnic for oes,Republic Polytechnic,22/12/2020,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,182700
RPO000ETT20300039,provision of maintenance and support and professional services for case management system for 2  2 years ois,Republic Polytechnic,6/1/2021,Awarded to Suppliers,CUSTOMER CAPITAL CONSULTING PTE. LTD.,304000
RPO000ETT20300040,period contract for provision of services for content curation and creation editorial design printing and distribution of publication for occ,Republic Polytechnic,16/12/2020,Awarded to Suppliers,VERZTEC CONSULTING PTE. LTD.,2
RPO000ETT20300041,provision of multidisciplinary consultancy services architectural civil  structural engineering mechanical  electrical engineering and quality surveying for 2 years oes,Republic Polytechnic,22/1/2021,Awarded to Suppliers,EZRA ARCHITECTS,100.6
RPO000ETT20300042,tender for proposed addition  alteration interior fitout works to sports complex republic polytechnic for osg,Republic Polytechnic,23/2/2021,Awarded to Suppliers,SKYPACE PTE. LTD.,165560
RPO000ETT20300044,migration of ip telephony services from skype for business to microsoft teams for a period of 3 years ois,Republic Polytechnic,5/3/2021,Awarded to Suppliers,NTT SINGAPORE SOLUTIONS PTE. LTD.,648139.06
RPO000ETT20300045,cyclical replacement for swimming pool filtration system and pumps at republic polytechnic for oes,Republic Polytechnic,16/12/2020,Awarded to Suppliers,MODERN POOLS PTE. LTD.,137540
RPO000ETT20300046,solar leasing including design installation operations and maintenance of solar photovoltaic panels for republic polytechnic for oes,Republic Polytechnic,4/6/2021,Awarded to Suppliers,URBAN RENEWABLES PTE. LTD.,30
RPO000ETT20300047,tender for the upgrading of multimedia infrastructure for trcc,Republic Polytechnic,5/2/2021,Awarded to Suppliers,ELECTRONICS & ENGINEERING (PTE) LIMITED,612460
RPO000ETT20300049,tender for wireless water consumption monitoring system at republic polytechnic for oes,Republic Polytechnic,26/2/2021,Awarded to Suppliers,CBL M&E PTE. LTD.,299888
RPO000ETT20300050,tender for maintenance of orchestra shell for 1 year with option to extend for 2 years for osg,Republic Polytechnic,1/2/2021,Awarded to Suppliers,SIONG ANN ENGINEERING PTE LTD,173483
RPO000ETT20300051,appointment of insurance broker for republic polytechnic for a period of 3 years with option to renew for another 3 years for ofn,Republic Polytechnic,2/2/2021,Awarded to Suppliers,MARSH (SINGAPORE) PTE. LTD.,2
RPO000ETT20300052,provision for additional and alteration interior fitout works to career centre for oes,Republic Polytechnic,25/2/2021,Awarded to Suppliers,TECHART GLOBAL PTE. LTD.,122915
RPO000ETT20300053,provision of application software maintenance and support and professional services for jae appeal ois,Republic Polytechnic,9/2/2021,Awarded to Suppliers,NCODE CONSULTANT PTE LTD,800000
RPO000ETT20300054,provision of corporate health screening services and direct intervention programmes for ohr,Republic Polytechnic,4/2/2021,Awarded to Suppliers,MINMED GROUP PTE. LTD.,220800
RPO000ETT20300055,tender for supply delivery commissioning acceptance training and maintenance of autonomous vehicle system for seg,Republic Polytechnic,8/4/2021,Awarded to Suppliers,MOOVITA PTE. LTD.,257400
RPO000ETT20300056,period contract for provision of disciplinary services for republic polytechnic for osg,Republic Polytechnic,11/3/2021,Awarded to Suppliers,CERTIS MANAGEMENT SERVICES PTE. LTD.,1316004
RPO000ETT20300057,tender for provision of ambulance and paramedic services for 3 years for osg,Republic Polytechnic,25/3/2021,Awarded to Suppliers,AMBULANCE MEDICAL SERVICE PTE. LTD.,356940
RPO000ETT21000001,tender for supply and 4 years of maintenance of ion chromatography with accessories for sas,Republic Polytechnic,27/5/2021,Awarded to Suppliers,NEXUS ANALYTICS PTE. LTD.,93800
RPO000ETT21000002,tender for the provision of maintenance support and professional services for customer relationship management system for 4 years ois,Republic Polytechnic,7/7/2021,Awarded to Suppliers,CUSTOMER CAPITAL CONSULTING PTE. LTD.,586360
RPO000ETT21000003,provision of addition and alteration for interior fitout works to block e1 level 4 training rooms for ced,Republic Polytechnic,17/5/2021,Awarded to Suppliers,DING SHENG ENGINEERING PTE LTD,263680
RPO000ETT21000004,tender foe the provision of english drama trainer for two years with an option to extend for another two years for osg,Republic Polytechnic,12/8/2021,Awarded to Suppliers,"TAN SI LIN, GLORIA",192000
RPO000ETT21000005,tender for the provision of software maintenance support  professional service for ict systems for 3 years with an option to extend for 2 years ois,Republic Polytechnic,21/5/2021,Awarded to Suppliers,WIPRO NETWORKS PTE. LIMITED,7912500.04
RPO000ETT21000006,provision of the application software maintenance  support services cloud migration and related services for leo 2 for a period of 3  2 years ois,Republic Polytechnic,1/7/2021,Awarded to Suppliers,AVEPOINT SINGAPORE PTE. LTD.,4902490.2
RPO000ETT21000008,provision of emergency travel assistance services for oir,Republic Polytechnic,9/7/2021,Awarded to Suppliers,INTERNATIONAL SOS PTE LTD,314200
RPO000ETT21000009,renovation of sitsr4c food innovation and analysis laboratory at republic polytechnic for sas,Republic Polytechnic,27/8/2021,Awarded to Suppliers,KINGSVILLE PACIFIC (SINCE 1978) PRIVATE LIMITED,198800
RPO000ETT21000012,provision of intrastruture managed service for a period of 4 years ois,Republic Polytechnic,29/9/2021,Awarded to Suppliers,HEWLETT-PACKARD SINGAPORE (SALES) PTE. LTD.,4884288.8
RPO000ETT21000013,implementation maintenance support and professional services for enterprise chatbot orchestrator system software as a service for 2 years with an option to extend for another year,Republic Polytechnic,21/9/2021,Awarded to Suppliers,GENESIS NETWORKS PTE LTD,992572.1
RPO000ETT21000014,provision of cisco umbrella subscription for firm one 1 year with an option to extend for another one 1 year,Republic Polytechnic,30/6/2021,Awarded to Suppliers,NCS PTE. LTD.,272342
RPO000ETT21000015,provision of malay dance trainer for a period of two years with an option to extend another two years for osg,Republic Polytechnic,29/11/2021,Awarded to Suppliers,Fathurrahman Bin Said,153600
RPO000ETT21000016,provision of implementation maintenance support and professional services for an electronic registry system software as a service for a period of 32 years,Republic Polytechnic,7/12/2021,Awarded to Suppliers,INFOSYS LIMITED SINGAPORE BRANCH,3722677.05
